m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03,label,clase_name,dataset
4736880.0,641426235.0,687954045.0,92183904285.0,89661902520.0,113756597775.0,13898715692865.0,12463748704500.0,14405617784310.0,20499159893385.0,5327658201.866119,-3494726513.74596,13842568280.50953,-26858553623.748955,21999853647.726562,16812550775.039062,-42929682090.77944,0.00023743874551718046,-0.00015575013409434223,0.0006169243451295058,-5.499860378029533e-07,4.504938169589008e-07,3.442727525710315e-07,-8.790765909438638e-07,0,0,2
6073335.0,731669205.0,910558845.0,102946721925.0,109613801985.0,166569462135.0,16193148998205.0,15531895753815.0,20120443417635.0,33296651298405.0,14800781425.203428,-83401648.0728014,30051814054.047104,224739854672.56885,117464740626.70312,78429973470.88281,-687837824018.2876,0.0004012639748738874,-2.2611020226092833e-06,0.0008147347098149686,2.4723616757759366e-06,1.2922288456737567e-06,8.62807626729332e-07,-7.566899416792655e-06,0,0,2
3464685.0,340601970.0,483076080.0,35877264780.0,46614771375.0,78499220400.0,3974370241260.0,4876153758255.0,7492395056745.0,13990993902270.0,2393787359.1433005,-874874727.8571404,11144612674.28572,-23258531009.405807,45850189699.20117,19355803925.304688,-61795104959.38835,0.00019941510779332338,-7.28816774367644e-05,0.0009284049935633752,-1.04093327579726e-06,2.052020746289366e-06,8.662671076478962e-07,-2.7656338660252705e-06,0,0,2
9481920.0,1379370990.0,1396045185.0,239340641250.0,197737058730.0,246463687065.0,45571302605550.0,34114845760830.0,34504809493020.0,48322231081845.0,38678293534.18085,-5350947593.422157,40920700142.34257,-499848527949.81604,433010643773.40625,226463885808.53125,-14892243972.16246,0.00043020428456604017,-5.9516601453583414e-05,0.0004551457398998401,-1.805500863345669e-06,1.5640760099412364e-06,8.180092937774323e-07,-5.379221473188606e-08,0,0,2
11459700.0,1505725785.0,1391346300.0,281940439665.0,183707166555.0,246101426160.0,58325878977075.0,34912042259475.0,32331092080215.0,49509729253470.0,84098424637.21863,893829401.8157569,77175143052.79039,-819065720090.3682,446173911814.8281,-221986582968.20312,890043904867.4653,0.000640385313732576,6.80625379576807e-06,0.0005876665158641445,-1.8424072279082516e-06,1.0036240314648286e-06,-4.993368357720405e-07,2.002065625823749e-06,0,0,2
8769960.0,1034256030.0,1380047760.0,165670765890.0,164310518880.0,253273512810.0,30619480583220.0,26602707569550.0,30200021066820.0,50261091485760.0,43699224903.34089,1559181648.360082,36108118682.658775,774605311079.2151,164872572886.1172,-159655390715.6875,-958229997166.5553,0.0005681702748264158,2.0272228343009453e-05,0.0004694719359615603,3.400841871292771e-06,7.23859675733021e-07,-7.009540600322466e-07,-4.207031181018476e-06,0,0,2
1795965.0,339843600.0,254813340.0,65281179630.0,47582630760.0,41462739900.0,12736527589080.0,9023488637250.0,7655735796090.0,7548212222220.0,973872716.4688394,-634724697.163137,5309564174.439868,15054777795.278746,1541567861.3398438,-9989400865.609375,158783808004.24536,0.00030193013512940273,-0.00019678394346985185,0.001646126235551193,3.482809157943172e-06,3.5663008369004415e-07,-2.310972456067765e-06,3.673343493809015e-05,0,0,2
5701800.0,1126779720.0,729592740.0,231413268570.0,147807524760.0,119418763890.0,48957038287710.0,31064665586430.0,24483547962390.0,22015352394360.0,8741035695.595707,3626686552.550984,26061303743.95707,-229222449386.36664,20014001883.96875,-43908226307.25,65206972393.26369,0.00026886788720893273,0.00011155423509421757,0.0008016267087295599,-2.9527535465153905e-06,2.578125100794307e-07,-5.656085226251141e-07,8.399706028234778e-07,0,0,2
3847185.0,701616435.0,478764030.0,130436064135.0,87181663635.0,77055744450.0,24707315387715.0,16187507483775.0,14008268351205.0,13861218236880.0,2481307121.2070026,-131192891.22191057,17475818758.39928,14471652133.58302,3206093189.8984375,-11841376469.265625,-77572224242.5641,0.0001676464573131554,-8.863885993816329e-06,0.0011807321546182796,4.984945763967249e-07,1.1043798260448821e-07,-4.0789136530600337e-07,-2.6720745293629897e-06,0,0,2
3008490.0,358127355.0,294921525.0,45215044245.0,34958440110.0,34059293535.0,5970441594495.0,4404681525930.0,4042164031260.0,4407023302365.0,2583956091.376081,-148695257.18299684,5148209932.154178,-27090364245.47419,7663047103.1171875,16936145230.53125,58843771042.98962,0.0002854880833776914,-1.6428577916708954e-05,0.0005687993659265227,-1.7256130391570717e-06,4.88123890878396e-07,1.078805466698184e-06,3.7482544592186533e-06,0,0,2
11000955.0,1326384030.0,1562570130.0,200873760690.0,190874636940.0,266607266460.0,33887170152210.0,29352771230940.0,32973257742540.0,50448029316420.0,40951772549.96662,2475714647.615032,44660588997.15999,-207260962742.653,223769694452.53125,125148098238.01562,-107868396249.91272,0.00033838564263635263,2.0456899417364214e-05,0.00036903169673260745,-5.16346860434767e-07,5.574748744869823e-07,3.1178002243874944e-07,-2.6873129897081977e-07,0,0,2
7326150.0,692623095.0,852709035.0,91702020075.0,83718977580.0,128095101405.0,14169349608225.0,11264249549220.0,13156188737040.0,22142852810265.0,26220593714.991127,3102832543.908287,28846150950.71894,541876173292.87024,4129567324.8945312,323629715175.14453,518589399252.60803,0.000488529628831813,5.781049992533698e-05,0.0005374477622573522,3.7300146634211518e-06,2.8425953076767493e-08,2.227711131468535e-06,3.569719723516113e-06,0,0,2
3990240.0,516215370.0,639959220.0,71177854200.0,84510785730.0,115305952530.0,10360942422780.0,11895441190920.0,15432831328350.0,22361012840160.0,4395327779.4746895,1719578800.7898726,12668566492.315947,15455972450.027197,34934036239.19531,-35818568558.57031,-195484840264.5186,0.000276053483705631,0.00010800007241351386,0.0007956635066197983,4.859580606904685e-07,1.0983764727699181e-06,-1.1261874443494361e-06,-6.146325258826682e-06,0,0,2
4483665.0,638549325.0,639516795.0,100283958885.0,97910081775.0,104472091635.0,17005126375755.0,16412007062295.0,17006670412485.0,18719842531155.0,9343792646.452818,6832131532.639475,13256148631.436611,61577018474.888504,162224365995.59375,179117659009.5547,37198626447.25016,0.0004647901107956553,0.00033985205924186567,0.0006594032021320722,1.446557713524291e-06,3.8109495029905106e-06,4.20780410753972e-06,8.738643304355902e-07,0,0,2
7328700.0,700983780.0,1050304455.0,81315594420.0,96530580735.0,182503564515.0,10457991798720.0,10914175636605.0,16264779477405.0,35204692069035.0,14267105626.204588,-3930126759.74531,31980354642.465015,-49046559039.33437,12348456279.9375,-65044260535.99219,-117060052133.32611,0.00026563297611794984,-7.317330473775039e-05,0.0005954281830914972,-3.373192945482759e-07,8.492690705923321e-08,-4.473440034971495e-07,-8.0508429090266e-07,0,0,2
1957890.0,277941840.0,243523215.0,43762812870.0,34230192240.0,30743391345.0,7414318600080.0,5357671823190.0,4281033543690.0,3936267004725.0,4306221119.398274,-340335450.42980516,453867294.14105135,-20866612270.190697,11061970273.646484,1367376471.6699219,-513889831.2487393,0.001123362054952883,-8.878316286311933e-05,0.00011840016619802388,-3.890283272555602e-06,2.0623471294643916e-06,2.549279080928158e-07,-9.580745492162833e-08,0,0,2
1885980.0,126166605.0,222747345.0,10519565745.0,14308410060.0,27747165315.0,984847798905.0,1180910950170.0,1723396037160.0,3616677439155.0,2079384928.010412,-592742810.8754714,1439155842.7102497,2909618313.7786074,17782685777.447754,7205053487.52832,-404232550.0178621,0.0005846025776230918,-0.00016664493929794525,0.00040460724895930957,5.956529737391691e-07,3.640446451084563e-06,1.4750084282438192e-06,-8.275391977018882e-08,0,0,2
4834545.0,631056915.0,706903605.0,93878288505.0,92161394160.0,112152048525.0,15171193927485.0,13788733154760.0,14577457899840.0,18896898911895.0,11505939096.872196,-111282622.13328934,8789124658.949312,-86570348314.55856,90970647847.46094,-29292803607.179688,-72169578080.53189,0.0004922784867090936,-4.761196835787845e-06,0.0003760403171073038,-1.684535420971325e-06,1.7701589695693278e-06,-5.699961501431601e-07,-1.4043169856666369e-06,0,0,2
6974250.0,739558140.0,1128586140.0,97635320040.0,114429981885.0,209288380230.0,14861194195110.0,14603530154775.0,20619129945345.0,41693308943130.0,19211655496.82194,-5246695396.16709,26658466561.849373,433367819773.87933,-83267191883.98438,123989995288.78125,-801972548262.0946,0.00039497514578921115,-0.00010786755359815238,0.0005480751889666708,3.373749874319935e-06,-6.482315145138021e-07,9.652567909650505e-07,-6.2433218629824065e-06,0,0,2
3695715.0,505236345.0,622898700.0,71737877295.0,86672083875.0,115710989940.0,10541688388575.0,12532741222725.0,16314181791735.0,22962942166470.0,2667679969.4597383,1516420493.6917808,10723784362.272823,5107327161.068355,26979278623.007812,-15689516513.960938,-154610968990.72205,0.00019531553275789007,0.00011102549031410829,0.0007851472739896278,1.9451249154071364e-07,1.027505491509305e-06,-5.975350417068904e-07,-5.8883568350883765e-06,0,0,2
7038765.0,896198775.0,809483985.0,141464181225.0,106961138220.0,117170723925.0,25078714481895.0,17339553342510.0,15680145784410.0,18971561603745.0,27357197356.167812,3894967416.014023,24077074403.886536,100611158899.46515,78809560529.98438,-134288528735.64062,-41409677345.21706,0.0005521774562831863,7.861599169242495e-05,0.00048597148041123084,7.654291311785419e-07,5.995670272052628e-07,-1.0216396769674072e-06,-3.1503636077192365e-07,0,0,2
6462975.0,983995530.0,927314640.0,157170848340.0,144099857655.0,161092274550.0,26203092929880.0,23535801034545.0,25280337480015.0,30726018985500.0,7356373882.032758,2915115231.648658,28040167500.486496,33613665806.430695,97098368720.66406,-82678180408.0,-434141814073.1175,0.00017611601165917046,6.978961052792427e-05,0.0006712984611211992,3.165444387246047e-07,9.143884753526992e-07,-7.785916110052801e-07,-4.088372201176749e-06,0,0,2
7352925.0,960911400.0,947976780.0,142213913610.0,124378070190.0,151326133080.0,22879122804570.0,18651189114480.0,19887722618460.0,27287723034840.0,16637939606.462639,492447143.7575921,29108107543.33691,-54627030657.0774,187532264468.03906,-15195378093.5,272449454777.32196,0.00030773668500105753,9.108342447603108e-06,0.0005383859260170282,-3.726123574580422e-07,1.2791623180387516e-06,-1.0364805821917335e-07,1.8583846204275367e-06,0,0,2
9015015.0,1244003220.0,1179904380.0,201805347600.0,157068250875.0,182690251290.0,36201438695790.0,24948549336645.0,23763211513035.0,31000558936290.0,30142404014.174755,-5749542330.236327,28261850899.852608,34998869348.45586,122621127320.67188,58376800004.953125,-308273163008.534,0.0003708898764205984,-7.074575217469539e-05,0.0003477504442822289,1.4342930048574762e-07,5.025151624549185e-07,2.3923468801074934e-07,-1.2633380721138542e-06,0,0,2
8145720.0,1245133890.0,845383395.0,228590552700.0,133352352765.0,134772069855.0,45440645971770.0,25320647202735.0,22289579738865.0,25592721469275.0,38262576287.04545,4129212863.584706,47036045962.486374,-1198559035033.8564,334580500540.60156,831586144621.9297,1842696374933.1086,0.0005766539261269975,6.223122018070697e-05,0.0007088785755114164,-6.329009331854591e-06,1.7667574548117534e-06,4.391203366469557e-06,9.730386415548429e-06,0,0,2
