feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,label,clase_name,dataset
36706.99999998559,10533.429551984034,10533.429551984034,7333.55171772368,35412.9455782174,7333.55171772368,2191.5123204868064,10553.632783548162,10553.632783548162,2191.5123204868064,8311.528617656128,7323.619605953153,35405.83998949665,7323.619605953153,8311.528617656128,2905.9434778348345,2193.3950306190914,10511.41491358751,10511.41491358751,2193.3950306190914,2905.9434778348345,2856.3105611900664,8311.56003533523,7335.018308871657,35436.502984293846,7335.018308871657,8311.56003533523,2856.3105611900664,3384.4748121193174,2913.428350626709,2183.3089604931843,10516.342737060795,10516.342737060795,2183.3089604931843,2913.428350626709,3384.4748121193174,2447.518806522299,2848.2623025270636,8307.21158725451,7333.803680936518,35452.55225233739,7333.803680936518,8307.21158725451,2848.2623025270636,2447.518806522299,0,0,2
10914.999999995718,7230.3034138814655,7230.3034138814655,2968.2061446904722,9897.984126980244,2968.2061446904722,1260.0471772620463,7247.380021341692,7247.380021341692,1260.0471772620463,1599.171588052359,3011.7599828504576,9877.413500543737,3011.7599828504576,1599.171588052359,951.4456109695421,1206.1910326144969,7149.409692429035,7149.409692429035,1206.1910326144969,951.4456109695421,536.7647028722388,1641.3928184299687,3016.3534637124103,9909.578607509444,3016.3534637124103,1641.3928184299687,536.7647028722388,980.8650451946131,938.9313601072195,1186.1864401202222,7214.667767250442,7214.667767250442,1186.1864401202222,938.9313601072195,980.8650451946131,417.21187458374845,511.1221807334708,1641.2859563061156,3023.32021784253,9925.707798723179,3023.32021784253,1641.2859563061156,511.1221807334708,417.21187458374845,0,0,2
12947.99999999492,10964.036764102048,10964.036764102048,6678.417828453196,12412.24036280692,6678.417828453196,2365.7477248298624,10656.540591182396,10656.540591182396,2365.7477248298624,679.6268411550767,6620.144914773035,12388.872722780397,6620.144914773035,679.6268411550767,1727.4592715251188,2382.08807764829,10727.673230002652,10727.673230002652,2382.08807764829,1727.4592715251188,1736.4279216800762,718.4986212811301,6641.457971472777,12410.989647037695,6641.457971472777,718.4986212811301,1736.4279216800762,1121.0185101202871,1719.1641888057861,2372.817108854431,10696.776430244758,10696.776430244758,2372.817108854431,1719.1641888057861,1121.0185101202871,409.54236699299986,1715.2066098410244,692.4356395581093,6621.834399673902,12400.811233206645,6621.834399673902,692.4356395581093,1715.2066098410244,409.54236699299986,0,0,2
8652.999999996606,3219.2917346435406,3219.2917346435406,1518.1391692714283,8256.832199543247,1518.1391692714283,789.1552821388391,3085.002270692719,3085.002270692719,789.1552821388391,591.4991302646209,1396.9683075750925,8240.482993194048,1396.9683075750925,591.4991302646209,94.17765842786142,848.7940146271001,3037.5464778302294,3037.5464778302294,848.7940146271001,94.17765842786142,545.323643898012,545.9607301719601,1441.5956409047737,8212.341419786535,1441.5956409047737,545.9607301719601,545.323643898012,510.89618174034,98.36576426856996,808.6463089420276,3087.7574654093746,3087.7574654093746,808.6463089420276,98.36576426856996,510.89618174034,345.5932934952038,533.2587561077943,552.4331952626507,1428.1044449100475,8253.044236356156,1428.1044449100475,552.4331952626507,533.2587561077943,345.5932934952038,0,0,2
17056.99999999331,7360.583654344498,7360.583654344498,2287.814513004182,15673.299319721742,2287.814513004182,3429.114381507935,7359.580035287269,7359.580035287269,3429.114381507935,2732.674513349735,2285.9597949700633,15675.683573196373,2285.9597949700633,2732.674513349735,1142.105786077862,3431.1164033693876,7358.722551981515,7358.722551981515,3431.1164033693876,1142.105786077862,1197.0088853978743,2731.3666420326113,2284.6350206202865,15677.466037719863,2284.6350206202865,2731.3666420326113,1197.0088853978743,901.5575864325444,1141.2841581577738,3431.9389835116303,7358.46296132968,7358.46296132968,3431.9389835116303,1141.2841581577738,901.5575864325444,170.68646508385723,1197.9724838793109,2731.129090194693,2284.262145946652,15678.258170525214,2284.262145946652,2731.129090194693,1197.9724838793109,170.68646508385723,0,0,2
45153.999999982276,6054.324663710378,6054.324663710378,6370.696770785534,45153.83673467615,6370.696770785534,1515.1643939884136,6054.529894651518,6054.529894651518,1515.1643939884136,9232.423166440693,6370.599994285682,45153.53044254478,6370.599994285682,9232.423166440693,1755.2969020687456,1515.5017720995033,6054.843754091677,6054.843754091677,1515.5017720995033,1755.2969020687456,777.8844297397167,9231.979875331685,6370.470183191479,45153.11877985574,6370.470183191479,9231.979875331685,777.8844297397167,1483.9366863592948,1755.2732764305933,1515.9159623246965,6055.228067337089,6055.228067337089,1515.9159623246965,1755.2732764305933,1483.9366863592948,2881.9665192625203,777.3306063047039,9231.474371311697,6370.32330402633,45152.65159668169,6370.32330402633,9231.474371311697,777.3306063047039,2881.9665192625203,0,0,2
33555.99999998683,17813.372604165263,17813.372604165263,477.91241942476404,32360.702947833106,477.91241942476404,4128.611645427603,17785.06586737929,17785.06586737929,4128.611645427603,4266.056013247593,452.17140342484265,32374.504326888124,452.17140342484265,4266.056013247593,3014.709267665816,4092.9610460354993,17805.801952185015,17805.801952185015,4092.9610460354993,3014.709267665816,872.1411507694646,4263.121272877942,471.42437029185396,32384.804555273167,471.42437029185396,4263.121272877942,872.1411507694646,575.4084863881869,3033.5576889046815,4116.7232251898895,17788.030238689407,17788.030238689407,4116.7232251898895,3033.5576889046815,575.4084863881869,1267.9295100079303,858.1222725085047,4247.044151845985,463.56346401071386,32375.262106480255,463.56346401071386,4247.044151845985,858.1222725085047,1267.9295100079303,0,0,2
12094.999999995256,1998.5550100499443,1998.5550100499443,2671.85180691672,10977.19047618617,2671.85180691672,2286.434580918127,2009.5977039865343,2009.5977039865343,2286.434580918127,1303.4201752899608,2689.694650503263,11083.074043218385,2689.694650503263,1303.4201752899608,2008.1075768535418,2228.5012454838193,1982.873993988879,1982.873993988879,2228.5012454838193,2008.1075768535418,1575.7165191075242,1304.9917022625482,2687.554327393247,11070.901949741059,2687.554327393247,1304.9917022625482,1575.7165191075242,656.5034942219144,1996.1800442257927,2248.4471132034328,1986.6322058428937,1986.6322058428937,2248.4471132034328,1996.1800442257927,656.5034942219144,97.18030267328325,1583.0888794296775,1303.4928696470504,2673.2642212210653,11071.580338052452,2673.2642212210653,1303.4928696470504,1583.0888794296775,97.18030267328325,0,0,2
36241.99999998578,8282.964520975334,8282.964520975334,2576.331235252905,35269.727891142626,2576.331235252905,2001.1502472811308,8322.73693258249,8322.73693258249,2001.1502472811308,6707.243367739437,2498.0518166022803,35244.322982694,2498.0518166022803,6707.243367739437,4315.247387019822,1948.3284317873395,8241.75411413261,8241.75411413261,1948.3284317873395,4315.247387019822,720.1386153630017,6697.096802867678,2503.2337796568672,35296.23665070282,2503.2337796568672,6697.096802867678,720.1386153630017,1754.1170668238317,4306.535667602515,1950.2745900621187,8274.599963587663,8274.599963587663,1950.2745900621187,4306.535667602515,1754.1170668238317,2552.2032196603977,730.8739057253372,6705.461549778643,2514.835860727876,35263.88589037376,2514.835860727876,6705.461549778643,730.8739057253372,2552.2032196603977,0,0,2
20444.99999999198,3411.27353245102,3411.27353245102,2716.6448290100416,19144.972789108135,2716.6448290100416,1803.8957763194453,3404.231736083407,3404.231736083407,1803.8957763194453,1338.664129033703,2767.5332643401066,19202.933577051408,2767.5332643401066,1338.664129033703,1087.4107243032952,1801.8382990810844,3409.826303209012,3409.826303209012,1801.8382990810844,1087.4107243032952,928.6986258914002,1331.088322264959,2768.5688434836306,19199.029160387865,2768.5688434836306,1331.088322264959,928.6986258914002,872.579428546507,1074.576988372209,1816.2528735612464,3419.1040056650654,3419.1040056650654,1816.2528735612464,1074.576988372209,872.579428546507,501.48156294450945,914.8932620898456,1324.7428946783443,2759.027117150407,19191.504421694488,2759.027117150407,1324.7428946783443,914.8932620898456,501.48156294450945,0,0,2
