m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03,label,clase_name,dataset
1769445.0,204403155.0,292022685.0,29044163655.0,34136204850.0,49885505415.0,4765956167175.0,4927386455190.0,5879110038930.0,8776904239305.0,5431872923.186337,402261073.5213999,1691157156.3035061,155865086901.2128,41107695897.99805,-16350635528.36914,-14220515039.87441,0.0017349040680567599,0.00012847951024299312,0.0005401443427864973,3.742451459993093e-05,9.87030255389527e-06,-3.925924722561066e-06,-3.414464928028576e-06,0,0,1
2588505.0,324759840.0,359873595.0,49604699160.0,45964354095.0,52879834245.0,8421324898110.0,7170174755115.0,6884857670475.0,8155311714585.0,8859576520.937838,813778325.4245884,2847477970.538869,-25281722029.730602,69556269493.61328,24155770482.54297,11800181621.180565,0.001322254175433681,0.0001214529595322224,0.00042497399589048156,-2.3452229283562017e-06,6.4522882513902525e-06,2.2407756370847726e-06,1.094627037834535e-06,0,0,1
8497875.0,1118766855.0,997517415.0,194752699635.0,118077459810.0,162245271075.0,37528201227135.0,19911384226050.0,17725349825940.0,30092483333055.0,47464197998.22714,-13248244696.983208,45152351582.976135,-609051711106.1931,538798091710.7656,-524379906770.34375,447072278744.2085,0.000657272512107001,-0.00018345842635579036,0.0006252586329087398,-2.893199100255153e-06,2.559470937739443e-06,-2.4909797424332573e-06,2.1237426823126324e-06,0,0,1
2255730.0,299716545.0,407967105.0,51663234855.0,52293400035.0,76241268075.0,9998265404955.0,8837403187695.0,9458589953865.0,14640673757205.0,11840203132.791662,-1912773214.5698562,2457101192.402787,-12567365093.348444,1983700322.5742188,20371571293.242188,-36952704472.54807,0.00232693859181425,-0.0003759146494745796,0.00048289066703256707,-1.6444718484705167e-06,2.595722581499399e-07,2.665672179650272e-06,-4.835355842579802e-06,0,0,1
1561620.0,247262280.0,220397520.0,42636624750.0,35142964485.0,32712198150.0,7866240567630.0,6137993398995.0,5240269138515.0,5084704604280.0,3485848561.9399037,245874731.06139344,1606636731.632917,11405989749.725077,42658138647.49219,-8685831512.265625,14402707279.328285,0.0014294132086071234,0.00010082382581941294,0.0006588202914791632,3.7427823329442883e-06,1.3997919618503083e-05,-2.850184634947803e-06,4.726130702768458e-06,0,0,1
2884305.0,427201245.0,461330190.0,69971687115.0,67052667435.0,79931037750.0,12352283833545.0,10909536084495.0,11399648591655.0,14579405457750.0,6697898895.810278,-1276039662.2336614,6143576227.922375,4528188900.273028,95908452662.61719,-30934374186.13672,-170433830785.19363,0.0008051118558286932,-0.00015338461755739564,0.0007384802510801787,3.204952363145667e-07,6.788189026040094e-06,-2.1894668670804204e-06,-1.2062931135713881e-05,0,0,1
4269465.0,521919975.0,658387050.0,82176502725.0,79112380395.0,106635090120.0,14732508775845.0,12461967916845.0,12564199491525.0,18026088447660.0,18374489989.446335,-1372025186.5714033,5106325366.640389,194484700304.24847,125112946425.92578,-48232356336.09375,7193949272.962734,0.0010080182107799394,-7.526883056384587e-05,0.00028013125603472394,5.163590555848981e-06,3.3217627277040747e-06,-1.2805744579074015e-06,1.9100015819761405e-07,0,0,1
2125935.0,259639725.0,254995155.0,37302818565.0,31171381305.0,33607737495.0,5973533081895.0,4526692567035.0,4103270345025.0,4752279082035.0,5593106462.759988,28908971.39978649,3022357850.9967613,51584009268.158104,45346788971.41797,-8166277618.658203,-3832205044.6185837,0.00123752255239181,6.3963567137307365e-06,0.0006687224759460903,7.827807535405086e-06,6.881317320094466e-06,-1.2392222005706285e-06,-5.81532221924437e-07,0,0,1
1588395.0,249284940.0,252100905.0,39860505030.0,39864179580.0,42382166625.0,6481811224230.0,6413145520890.0,6752065667460.0,7466248249755.0,737376771.0948776,299109822.87365425,2370163123.4660463,-5402254188.661536,-7169665393.6328125,5602993965.808594,-12762386056.702381,0.00029226205233552453,0.00011855330155975492,0.0009394230547913933,-1.6989427191799426e-06,-2.2547718774571017e-06,1.762072918338212e-06,-4.013613968018452e-06,0,0,1
5221890.0,703489665.0,723255990.0,125583663015.0,96849069870.0,131231925000.0,24900297573135.0,17075284442370.0,17552317256460.0,26448858471570.0,30809987437.41942,-587512308.9320321,31057615110.117195,-319656218672.95465,-160336922107.65625,35583016120.296875,-330619488037.4042,0.0011298897868506734,-2.1545745802711087e-05,0.0011389709972500974,-5.129958596706683e-06,-2.573144909710629e-06,5.71049110825616e-07,-5.3059011081887135e-06,0,0,1
1578195.0,214673790.0,185459970.0,31839796230.0,26037097320.0,24843557070.0,5110610842740.0,3980890465290.0,3526895648640.0,3587841907320.0,2638819092.8502164,809926626.1463873,3049418530.4653416,61716174403.80095,18929053338.09961,-42801688427.23047,-48321866643.66142,0.0010594690918440508,0.0003251803920126994,0.0012243221560273587,1.9724106545196507e-05,6.049608039499448e-06,-1.367915414408778e-05,-1.5443368863181764e-05,0,0,1
493170.0,55535940.0,70577625.0,6510350940.0,7897328580.0,10340375715.0,793109470590.0,922863443640.0,1148688363750.0,1546476761505.0,256441270.54808697,-50427259.451913,240002313.048087,2222204105.5255585,2523486320.727051,-1309431880.2036133,-2029323762.2665908,0.0010543738338140015,-0.00020733473501909186,0.0009867840632355946,1.3010450064381728e-05,1.4774382192136606e-05,-7.666396640946466e-06,-1.1881183824556241e-05,0,0,1
11102955.0,1384130820.0,1488701730.0,242052433140.0,186528576315.0,279106560150.0,47757835359300.0,32280262163175.0,35234341049595.0,57610584768180.0,69502141179.5379,942131419.896077,79499082599.65482,254054240648.0287,-409408490787.34375,187356051711.8125,-1131188259693.3958,0.0005637947468328958,7.642480308506044e-06,0.0006448889830881303,6.184861794414508e-07,-9.966906777547602e-07,4.561117670104632e-07,-2.7538383267377307e-06,0,0,1
1002660.0,110871705.0,109317225.0,13241162385.0,11782607775.0,12654496635.0,1678892854485.0,1382564860665.0,1333651748535.0,1548773554665.0,981238812.0968972,-305425178.96108854,735944302.5038149,-2288692625.2184715,6464181451.817383,947589776.3945312,8613147629.122421,0.0009760393765494415,-0.0003038067772906688,0.0007320446453355373,-2.2735433858035514e-06,6.421393953244602e-06,9.413175211202516e-07,8.556135763871546e-06,0,0,1
1217625.0,130656390.0,202595205.0,16828990200.0,21994815390.0,35074253715.0,2492562130260.0,2872721860620.0,3851702345910.0,6272868570195.0,2808998619.8073306,255480113.03874475,1365339156.7476473,83904008723.89934,17792848744.53711,3067943614.544922,-17325828182.225266,0.0018946300146768047,0.00017231773874970042,0.0009209020354609647,5.1285999045847434e-05,1.087580960211396e-05,1.8752686037448757e-06,-1.0590345099554455e-05,0,0,1
7094355.0,813023640.0,804614250.0,137632909500.0,83102975865.0,129490764090.0,26610817577310.0,13904246748945.0,13240202660625.0,24162286963620.0,44459190508.09029,-9107014519.02646,38234534129.26889,647702556682.6672,381810380159.27344,466132987920.16406,803120973865.5442,0.0008833559072648145,-0.00018094650354609019,0.0007596787345568476,4.831626111418628e-06,2.8481669299508956e-06,3.4771829948666895e-06,5.990991123812807e-06,0,0,1
47175.0,921315.0,5032935.0,18629535.0,98324940.0,538915215.0,387590565.0,1988520090.0,10534014300.0,57918545505.0,636502.0540540533,33079.70270269864,1969063.1351351324,-1100644.7167275327,-291619.33367443085,2087489.3000717163,3429847.4252780993,0.00028600655827055484,1.486407130715804e-05,0.000884781072913242,-2.2770228099212775e-06,-6.033044673716485e-07,4.318614971289215e-06,7.0956964615506725e-06,0,0,1
1855890.0,320541630.0,242480520.0,62002580370.0,42263824185.0,32551613940.0,12641673757020.0,8203471484805.0,5715854347695.0,4475390247450.0,6639958359.505359,383593608.80873865,870424548.6727118,-360807169856.9963,-29954726182.539062,-6562038472.046875,-5076951239.73814,0.0019277951905490702,0.0001113696613967826,0.0002527124671294024,-7.689437652192597e-05,-6.3838808818690376e-06,-1.3984862252624442e-06,-1.081987922708442e-06,0,0,1
6550695.0,799810305.0,880203135.0,124206540105.0,106638997995.0,134327636985.0,21821760112515.0,16770529780515.0,15862302981405.0,22276709759325.0,26553310335.610176,-829833612.3800159,16056589582.575018,172623158200.55914,283795618919.8672,-315489453231.5703,-87593290553.02052,0.000618790892256632,-1.933820962204238e-05,0.0003741782575815259,1.5717396528950974e-06,2.5839686414265626e-06,-2.8725420672592364e-06,-7.975398522705162e-07,0,0,1
895560.0,106706025.0,12045435.0,13868965755.0,1406048325.0,230497305.0,1931522033295.0,177498161355.0,26549657265.0,5121266235.0,1154936799.5970967,-29165941.208712883,68484146.37386104,3812402896.557372,-2091550351.1364136,-129535967.92227936,178791166.4324749,0.0014400210616326722,-3.636525361174612e-05,8.538875304752442e-05,5.022987202481804e-06,-2.7556978976674717e-06,-1.7066861157886835e-07,2.3556422688642792e-07,0,0,1
361845.0,66013890.0,28254255.0,12075749400.0,5165287140.0,3000208365.0,2214869830710.0,947109539790.0,550703907840.0,405708354015.0,32378141.775897745,10667671.437631803,794007020.2114166,-6723445.4066504175,296037209.1245117,1689166162.486084,47442229460.204124,0.0002472901218844849,8.147502065727992e-05,0.006064279233942348,-8.536610043525735e-08,3.7587190195222375e-06,2.14469694564626e-05,0.0006023635026420147,0,0,1
668865.0,118750440.0,109116540.0,21204745320.0,19366084650.0,18277654890.0,3808232414310.0,3457366616280.0,3242768669400.0,3129544301760.0,121765944.20129776,-6489989.5425071735,476724505.5852079,300536068.83066016,395384907.3671875,-132708230.19726562,-7757721931.204521,0.0002721754180696412,-1.4506647392963453e-05,0.0010655909783543079,8.213919149863214e-07,1.0806222610239033e-06,-3.6270344441617655e-07,-2.1202546828393833e-05,0,0,1
7098945.0,951103845.0,1072557540.0,167625322275.0,140494980030.0,211623149520.0,32846447583585.0,24359830364640.0,27388103062170.0,45690283232010.0,40198144860.0765,-3204344345.346109,49573763785.802666,-383040574400.1899,-107534130486.50781,3484105019.703125,-1263092646448.9204,0.0007976610540073376,-6.358454343622575e-05,0.000983703621401868,-2.8527272550456776e-06,-8.008695824636041e-07,2.5948168453727223e-08,-9.406989909136956e-06,0,0,1
1216350.0,134250360.0,152493570.0,15530289990.0,17443351755.0,24146728260.0,1855931933220.0,2079357548385.0,2814299360655.0,4347855539910.0,712877929.2201264,612409452.0566045,5028638161.4717,-15532085631.160614,-2857062970.5859375,-4366293982.961914,59705938932.156975,0.0004818346745425631,0.00041392796287198133,0.0033988599346534832,-9.518825766795288e-06,-1.7509486663664455e-06,-2.675879637634693e-06,3.6590735039338945e-05,0,0,1
4693530.0,533785635.0,652375680.0,77366460165.0,67463203920.0,99796953510.0,12744040390155.0,9196780436670.0,9457105575150.0,16362691589490.0,16660103940.07905,-6730157283.051179,9120207466.944475,155870422450.75122,-25931360499.316406,-21687216698.757812,-43874151858.7489,0.0007562728512487141,-0.0003055104131469941,0.0004140049383733427,3.2659889960246114e-06,-5.433457914023027e-07,-4.5441726518014484e-07,-9.193052468043534e-07,0,0,1
61455.0,8537145.0,1761030.0,1189311075.0,244695960.0,51966960.0,166156163745.0,34099157430.0,7224094410.0,1578470400.0,3356396.763485596,58933.5684647548,1503585.8091286286,8101112.574848528,2359264.7416534424,1622027.06375885,3153582.7564953743,0.0008887075047635045,1.5604443773426418e-05,0.0003981197953607945,8.652699268886101e-06,2.5199018180037073e-06,1.732467270270231e-06,3.3683031755683936e-06,0,0,1
1286985.0,173974260.0,207770940.0,27265355820.0,27655766175.0,35429341470.0,4662727359150.0,4272059105565.0,4633376564115.0,6280934788080.0,3747565680.6063004,-430649390.064395,1886787742.8908243,-36185242466.14019,-13231546807.841797,-16903437098.96289,-47986610883.22931,0.0022625713461051824,-0.0002600021062258566,0.0011391373086105836,-1.92574054449605e-05,-7.041690042038895e-06,-8.995831434118823e-06,-2.5537969590023104e-05,0,0,1
874905.0,105617175.0,141969210.0,15044567775.0,17460075930.0,24011934750.0,2393145188205.0,2545275797580.0,2990635751700.0,4177872679650.0,2294626175.6484995,321773031.7633352,974854623.5587306,22980866138.452965,26333833572.17578,-12474804093.855469,-34875091333.14463,0.002997713656802713,0.0004203662548367626,0.001273556036905826,3.2096978165143765e-05,3.678000977327637e-05,-1.7423343062990385e-05,-4.8709436723723636e-05,0,0,1
1963245.0,211842780.0,238043775.0,25670012580.0,25397656005.0,31644200265.0,3341574108960.0,3094554874815.0,3374489324595.0,4447541870085.0,2811243838.3868012,-288315464.5285127,2781353897.7607455,-35024454920.531586,44282697987.72266,29857375001.41992,-63801773120.236855,0.0007293727210830252,-7.480298650086142e-05,0.0007216178237561727,-6.4853756257751865e-06,8.199697349316566e-06,5.528602587054885e-06,-1.1813987261587979e-05,0,0,1
2968965.0,396188400.0,355665585.0,55744285200.0,47066589300.0,46670760705.0,8209711987860.0,6575301702360.0,6125229434430.0,6569430554055.0,2875609316.464833,-394589614.6096332,4063990886.766301,3550827064.1437554,2755326795.7109375,-8130210519.234375,4844309053.241671,0.00032622686768496375,-4.476468109143849e-05,0.00046104420711777256,2.3378509900603406e-07,1.8140966487327118e-07,-5.35289958323399e-07,3.189474596113647e-07,0,0,1
6232200.0,848382450.0,1147811100.0,153131436690.0,153976097415.0,233709458400.0,30791598476370.0,27602064342135.0,30961043951925.0,49993628630550.0,37642077961.46072,-2274150195.0245543,22312147453.10967,-302361935547.49384,18343575233.523438,-15884457261.546875,-1268296780948.3892,0.0009691496111250753,-5.8551278157507284e-05,0.0005744584305278203,-3.1183414086206652e-06,1.8918231267857337e-07,-1.6382075588468497e-07,-1.3080291880293318e-05,0,0,1
9844020.0,1166703285.0,851394000.0,191842732455.0,98153164350.0,108930863280.0,36093020441925.0,15939349411470.0,12635482019400.0,16725554093550.0,53566240205.919716,-2753190638.032336,35295118611.05378,658780874622.6335,-219812540.625,201344741488.32422,1199052944538.5847,0.0005527721953135201,-2.8411313305755942e-05,0.000364224932037085,2.1667547834728893e-06,-7.229716165323906e-10,6.622303387250614e-07,3.943729703301516e-06,0,0,1
2641035.0,304454445.0,393535380.0,38230039875.0,43920883290.0,65346334680.0,5136459062325.0,5403763411830.0,7052865061800.0,11667049335750.0,3133000615.67249,-1445268883.5850172,6706409305.385725,7024011396.31219,40397838118.18359,-49446410473.57422,-68695672840.19177,0.0004491714735766725,-0.00020720505157483066,0.0009614832933768277,6.196547966220029e-07,3.5638772135584163e-06,-4.362137772409857e-06,-6.06029813746457e-06,0,0,1
1037850.0,120034620.0,142545510.0,18662490690.0,17647874505.0,22943632650.0,3371695334730.0,2917051432155.0,2934687169425.0,4035972613410.0,4779646349.734643,1161488104.6953309,3365444644.835382,107648463913.15927,85147187958.29492,-37958256260.60254,-39731837037.13416,0.004437379622428661,0.0010783148522598301,0.0031244477927186557,9.810053207533614e-05,7.759501752078687e-05,-3.4591530621570433e-05,-3.620780280541412e-05,0,0,1
11766465.0,1475255835.0,1424401440.0,242892936345.0,173707954575.0,249888585690.0,44988597339345.0,27818492671875.0,29721531488475.0,49938241528950.0,57928311990.82504,-4880647502.378587,77456214347.0288,9295384545.911884,-361308218428.2344,-427335777779.4844,934641229105.2858,0.00041840692018960113,-3.525213526547658e-05,0.0005594538314808634,1.957277225497833e-08,-7.607865428502342e-07,-8.99817088101044e-07,1.9680218528921736e-06,0,0,1
9061425.0,1082368665.0,1022485230.0,178766854185.0,121607532420.0,169229427060.0,33884320846725.0,19861042534050.0,20064890235810.0,32990667013800.0,49480133059.58295,-526234992.6661046,53852867019.150696,710384910830.3219,-185176188143.21094,-30458346849.632812,1741485798849.3987,0.0006026121148254562,-6.408947636495151e-06,0.0006558670738566117,2.8741039897322533e-06,-7.491933077854107e-07,-1.2322961097084427e-07,7.045773645001633e-06,0,0,1
6742965.0,1135140150.0,740241795.0,210851296650.0,117635354325.0,107733185145.0,41772864077220.0,21169644841575.0,16194652885185.0,18316022732895.0,19756850787.976036,-6980179377.543198,26469539988.18516,-374672153645.3488,372565429332.6328,-409055264236.5,677442977526.3964,0.00043452614138178076,-0.00015351993309188953,0.000582162977219869,-3.1733951459516826e-06,3.155551629579341e-06,-3.4646129351337413e-06,5.73780099648462e-06,0,0,1
