feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,label,clase_name,dataset
32534.999999987234,3899.0860280116904,3899.0860280116904,4381.347232083371,31723.947845792547,4381.347232083371,2086.498167779821,3928.625648041873,3928.625648041873,2086.498167779821,7630.918632973555,4429.567324283673,31846.11598561078,4429.567324283673,7630.918632973555,3807.0535681011797,2158.017146878234,3947.6198234075423,3947.6198234075423,2158.017146878234,3807.0535681011797,2670.18785575018,7619.32989465725,4388.86517572636,31842.23865178569,4388.86517572636,7619.32989465725,2670.18785575018,2167.4434045565367,3841.062320042097,2123.4925098105628,3919.4490444683247,3919.4490444683247,2123.4925098105628,3841.062320042097,2167.4434045565367,3625.7061360189596,2683.4049928370505,7643.907050560795,4393.436734121185,31843.19461162968,4393.436734121185,7643.907050560795,2683.4049928370505,3625.7061360189596,0,0,1
11252.999999995583,5738.652511451103,5738.652511451103,1632.9136513597227,10547.984126979987,1632.9136513597227,1958.6693889659987,6004.809513295703,6004.809513295703,1958.6693889659987,920.3716619942392,1610.0167593069762,10539.57182963475,1610.0167593069762,920.3716619942392,2157.2565150617042,1940.7394254343662,5912.633596646463,5912.633596646463,1940.7394254343662,2157.2565150617042,1903.640791304135,866.5981720675336,1644.9377752801788,10566.939344040573,1644.9377752801788,866.5981720675336,1903.640791304135,273.9655111079893,2186.325905015198,1948.7262343148777,5949.352953672728,5949.352953672728,1948.7262343148777,2186.325905015198,273.9655111079893,1504.73591584629,1882.6679826415743,855.9745215144229,1658.4757912870991,10563.00079208536,1658.4757912870991,855.9745215144229,1882.6679826415743,1504.73591584629,0,0,1
104.99999999995883,104.89300591002721,104.89300591002721,104.57247599089854,104.99999999995883,104.57247599089854,104.03976486881388,104.89300591002721,104.89300591002721,104.03976486881388,103.29712218307873,104.57247599089854,104.99999999995883,104.57247599089854,103.29712218307873,102.34768053099077,104.03976486881388,104.89300591002721,104.89300591002721,104.03976486881388,102.34768053099077,101.19543869355408,103.29712218307873,104.57247599089854,104.99999999995883,104.57247599089854,103.29712218307873,101.19543869355408,99.84524024402721,102.34768053099077,104.03976486881388,104.89300591002721,104.89300591002721,104.03976486881388,102.34768053099077,99.84524024402721,98.30274766942335,101.19543869355408,103.29712218307873,104.57247599089854,104.99999999995883,104.57247599089854,103.29712218307873,101.19543869355408,98.30274766942335,0,0,1
7609.999999997015,4243.870578547507,4243.870578547507,2304.87424511475,7096.081632650278,2304.87424511475,3065.966741807082,4275.89209921443,4275.89209921443,3065.966741807082,1972.3420194538187,2258.2774528788846,7011.712989955137,2258.2774528788846,1972.3420194538187,1226.8310745119786,3005.320983661056,4254.58856036112,4254.58856036112,3005.320983661056,1226.8310745119786,753.9640350974078,2031.035218119531,2319.8033670408236,7113.360167142929,2319.8033670408236,2031.035218119531,753.9640350974078,1218.6105020582313,1193.159759110377,3002.143960952912,4234.872316195992,4234.872316195992,3002.143960952912,1193.159759110377,1218.6105020582313,1185.708466650457,722.2952418788133,1996.3208916868637,2299.1109048555973,7080.480744386124,2299.1109048555973,1996.3208916868637,722.2952418788133,1185.708466650457,0,0,1
19680.999999992277,9114.336451462408,9114.336451462408,2054.994030917315,18846.882086160407,2054.994030917315,6452.288826973039,8910.281080197521,8910.281080197521,6452.288826973039,5699.171844523783,2045.2699080072819,18858.31624168202,2045.2699080072819,5699.171844523783,1959.7145712008858,6398.88159443891,8944.091497012496,8944.091497012496,6398.88159443891,1959.7145712008858,1204.6348020459973,5696.030486166761,2060.343312652941,18850.37610030615,2060.343312652941,5696.030486166761,1204.6348020459973,2522.15496552578,1948.100252502563,6419.717398728411,8940.70019351228,8940.70019351228,6419.717398728411,1948.100252502563,2522.15496552578,908.0842026063602,1209.1515280878853,5689.664039709469,2070.5945464139772,18824.29750430633,2070.5945464139772,5689.664039709469,1209.1515280878853,908.0842026063602,0,0,1
27104.999999989366,6311.398198404255,6311.398198404255,3672.2857223685314,26568.346938765088,3672.2857223685314,1880.9718288396189,6338.309939549857,6338.309939549857,1880.9718288396189,4854.121380134601,3582.3924957797076,26644.228963230173,3582.3924957797076,4854.121380134601,2432.7126762269327,1950.301646034257,6287.354212145517,6287.354212145517,1950.301646034257,2432.7126762269327,1333.4858081463183,4827.351298682495,3581.1797349855206,26591.96471693182,3581.1797349855206,4827.351298682495,1333.4858081463183,841.2450851586246,2461.912285742706,1930.4529837051045,6318.631350765121,6318.631350765121,1930.4529837051045,2461.912285742706,841.2450851586246,1259.2791583980852,1339.48729859148,4817.902282257788,3613.5892236413365,26625.32842163006,3613.5892236413365,4817.902282257788,1339.48729859148,1259.2791583980852,0,0,1
29106.999999988577,3106.2409897170814,3106.2409897170814,9035.970784718374,29103.766439897874,9035.970784718374,4736.846461910438,3106.542773168209,3106.542773168209,4736.846461910438,6138.0751447073935,9035.964024947292,29105.142502340997,9035.964024947292,6138.0751447073935,603.1483978908175,4736.332544941942,3106.2293246743247,3106.2293246743247,4736.332544941942,603.1483978908175,3227.6728185134684,6137.999954629468,9035.978919852043,29105.673316856904,9035.978919852043,6137.999954629468,3227.6728185134684,3113.9876679998606,603.3215124891269,4737.359100409756,3106.395303304139,3106.395303304139,4737.359100409756,603.3215124891269,3113.9876679998606,1698.0451813467077,3227.6364717466295,6138.179936887951,9035.956356221586,29104.16834252298,9035.956356221586,6138.179936887951,3227.6364717466295,1698.0451813467077,0,0,1
7487.999999997064,689.4969745591607,689.4969745591607,1834.3363587539689,6768.712018137936,1834.3363587539689,445.026315507306,614.0683364707289,614.0683364707289,445.026315507306,2246.3338423069604,1840.8092882630406,6709.703364336301,1840.8092882630406,2246.3338423069604,1079.6381705232848,450.49964692550435,610.7303790686459,610.7303790686459,450.49964692550435,1079.6381705232848,240.00586140185115,2241.333891105618,1836.133397291049,6739.643173809543,1836.133397291049,2241.333891105618,240.00586140185115,710.0258127128092,1064.7797472158827,446.3840985993789,631.8970224225567,631.8970224225567,446.3840985993789,1064.7797472158827,710.0258127128092,661.4178540180963,244.77256189020414,2206.8072580380085,1851.9553159629413,6724.621140434678,1851.9553159629413,2206.8072580380085,244.77256189020414,661.4178540180963,0,0,1
5348.999999997902,3690.639834772231,3690.639834772231,1435.6916932693146,4800.424036279296,1435.6916932693146,1271.3835116632097,3513.707978615752,3513.707978615752,1271.3835116632097,1011.7340361325738,1503.9710191141492,4811.671170960829,1503.9710191141492,1011.7340361325738,316.1322859226304,1256.6506444916988,3547.570879734423,3547.570879734423,1256.6506444916988,316.1322859226304,358.83753611512236,1039.5520456935124,1490.3858006938945,4834.448165224091,1490.3858006938945,1039.5520456935124,358.83753611512236,353.4429552150585,329.5426331985477,1269.2767325179989,3541.8335826792472,3541.8335826792472,1269.2767325179989,329.5426331985477,353.4429552150585,374.04320956195346,370.48297078579736,1024.039837755549,1503.462710137179,4818.8859709325425,1503.462710137179,1024.039837755549,370.48297078579736,374.04320956195346,0,0,1
18356.999999992797,3151.2211674419677,3151.2211674419677,2309.473207034545,17692.777777770836,2309.473207034545,4349.658620437636,3047.0622363297034,3047.0622363297034,4349.658620437636,2074.956721051582,2357.1770988639114,17647.918968941198,2357.1770988639114,2074.956721051582,3013.748377749084,4356.0862128901,3057.0061905137595,3057.0061905137595,4356.0862128901,3013.748377749084,237.42907007980247,2054.057447999337,2337.499184204302,17654.44617198446,2337.499184204302,2054.057447999337,237.42907007980247,150.92895147023737,3023.537230838385,4336.976793228115,3060.4579283357457,3060.4579283357457,4336.976793228115,3023.537230838385,150.92895147023737,703.8006970307334,222.0263949966686,2084.9691660941826,2361.7927658537496,17628.529517630494,2361.7927658537496,2084.9691660941826,222.0263949966686,703.8006970307334,0,0,1
