hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,label,clase_name,dataset
2.8475315007654602,7.586930712195879,10.50772113708082,10.428429902723641,21.08801372302238,14.503661370892306,21.012550629392273,0,0,1
2.777593082102416,6.835767829204027,9.452048818426213,9.76765170455632,20.035000964862018,13.730745582801497,-19.38827873361432,0,0,1
2.756698184726959,6.058773162384818,9.376725405288543,9.347624375215556,18.726569893884015,13.081192472695431,-19.274233104303992,0,0,1
2.677550705190571,6.70391749350955,8.318928165569249,9.190100779551699,-17.978900430017013,12.613259678244638,-18.362356289744195,0,0,1
2.9394622280577996,6.638219068963827,9.320290884721738,10.742714562030079,20.77495135807775,14.253488115250317,22.010091767155355,0,0,1
2.6909815618646538,7.183626861296564,9.993750978546316,9.397000255716362,20.40146762006929,-14.111271506546444,19.092899587139375,0,0,1
2.7179865868557727,6.636323262379876,9.770958005468486,10.18314223547316,-20.22823876648955,13.848094906239693,20.44530235976995,0,0,1
2.721145061290926,6.5411307632956985,8.804452252040782,11.115922982112288,21.480123468516183,14.4454848919,21.112833230922394,0,0,1
2.726748398564561,5.828171373168435,9.723285008301982,9.213195142131209,19.495236820254995,12.194711414401935,18.686615109346864,0,0,1
2.931275150984142,7.249190406979788,9.390713405592496,10.820005609969531,21.140064415986902,14.601904600208279,-21.026402612586928,0,0,1
2.83153562604117,6.953026264827668,9.047904698031795,10.008249575377313,19.622646739349868,13.489110022086992,19.778380235383448,0,0,1
2.77009697098324,7.106527423678264,8.818778954490638,9.905745933473401,-20.19594626663032,13.749170025413818,-19.27105572734763,0,0,1
2.817200788261105,5.8709808925100235,8.823435420428893,8.895944144008315,17.756809031319555,11.83705299362596,18.88956001737511,0,0,1
2.9349981542455454,8.502608528223638,10.856113208771376,10.176073400369225,20.73930791713204,-14.501032740617521,-21.04698784343253,0,0,1
2.884203973078786,8.064811001553968,10.190380231246895,10.359242768905395,20.874062843837763,14.61170292080277,20.721379528967088,0,0,1
2.686264843742856,6.151738418339562,8.952994704476039,9.854008269732326,19.281450692577323,12.930708555711186,-19.748176852330474,0,0,1
2.723350147959846,6.466909535906029,8.830932560124438,10.428787268205062,21.23297866831719,13.846078483031626,20.05962232039789,0,0,1
2.991958500074374,8.450120601832898,13.162076217185913,11.551583489291701,-24.66179153331514,15.778114856151971,-23.915281203060722,0,0,1
2.703497375089489,6.167116749637552,8.934940655893804,10.276423182219702,-20.256329379108884,-13.437398406575307,19.924791890890234,0,0,1
2.757501039725187,7.043502952682337,8.951986197157849,10.559042397016448,-20.4799413704966,14.998188872105729,20.45115531873763,0,0,1
2.8158164952881215,6.215311854356332,9.674807107306783,11.120184482840347,-22.827083726135307,14.959465384260765,-21.518203238584295,0,0,1
2.4614350752909853,5.5747824276521545,7.924017841045709,8.905637678769494,-17.36170208296181,-11.718638228747631,17.701493070428533,0,0,1
2.975592283043054,7.1488422423718285,9.791102136896743,12.493862188917332,-23.658235532118745,16.11986777098523,-24.1454380932416,0,0,1
2.9402663193765943,7.755294522058739,9.340391372728563,11.589965899672505,-22.78224772089176,-15.473229968376478,-22.06291223074136,0,0,1
2.6728013578537766,6.940159817518259,8.260613185358832,11.143292217221292,-20.993692527211497,15.622150215737003,-20.997847176903914,0,0,1
2.9440462226339172,7.406814249991607,9.49765732538469,11.313242086766849,-22.140231143165416,-15.256499119540853,21.752333919848603,0,0,1
2.612676428857125,6.533107459754169,8.20940675021035,9.446486227532068,19.73578430513893,-12.970717252608525,18.274692320005567,0,0,1
2.6430093575394413,5.825800955486601,8.454502323934324,8.934109197188747,17.628501726856665,11.853235914186941,19.327652935825576,0,0,1
2.757650376598984,6.063428452893332,9.381188857740778,10.244377873468226,-20.096520744316166,-13.288373421563692,-20.44739615704197,0,0,1
2.89193207967093,6.867571028620579,10.285432366578224,10.293095642336219,20.585120628062533,13.727468577360268,-21.531584087828804,0,0,1
2.551320069487647,5.401673567203687,9.904913993406199,10.657959557358145,20.972371645534075,-13.527814955645864,21.364958074563955,0,0,1
2.68022094143164,6.197585335451694,8.81247865197895,9.454214568017617,-18.59430106563008,-12.580361468101541,19.344973235769476,0,0,1
2.8114674508409148,7.006355999977907,8.959002494782007,10.5042342803157,20.398343232269223,-14.115226730011921,20.375018168616354,0,0,1
2.8900337419088826,6.257682647956447,9.752929666016263,10.561975044862736,21.44106595012652,-14.674993397828498,-20.727396736801495,0,0,1
2.7198212759875555,6.489861083441609,9.233721662357059,10.080415966830278,20.197087074420185,14.49769125831667,-19.76535373500517,0,0,1
2.909500309799227,6.3232726498914404,10.249037950694527,10.405644509567116,-21.203900100924656,13.597937475628353,20.759350487028257,0,0,1
2.6441921513392623,8.712344918217871,10.278574872288496,10.081639232877057,-20.287642111933714,-14.565324858190577,-20.736327807799967,0,0,1
2.6413435957155214,6.346646911284824,8.316916589416598,9.90384042896641,-19.04306214598315,-13.18483319477941,-19.46683631110865,0,0,1
2.690123398436815,6.753208181184497,8.351091764861811,10.432626527825489,19.878304782046566,-13.940882716837104,-20.153748636952816,0,0,1
2.917687323886066,8.166858935416379,12.208955260541753,10.817550292682352,22.62562450237338,15.034394427951835,22.39538202503669,0,0,1
2.767490769862763,6.36781849585519,9.851870403404115,9.645697090085854,-19.401409680749214,-13.522105892714025,-20.145982815059064,0,0,1
2.550439524576301,5.971868229245653,8.403113922302119,8.548796820878078,17.15714134866814,11.558736503028051,17.195044981505482,0,0,1
2.7843532797825965,6.834866735566616,10.421595214174472,9.832189492704002,19.974491717240006,-13.265346578515839,20.541218872665915,0,0,1
2.931521874329294,6.444404186226156,9.506750926103521,10.334238459185427,20.258286570607293,13.62835283113216,-21.149561394322053,0,0,1
2.661442383798321,5.54431556384804,8.250909804790053,8.208624377528688,16.43876726221584,10.981511663759,-17.819481848134753,0,0,1
3.003064244216785,7.212318492207005,9.752232398420873,11.3112763902727,21.87530682146337,-15.728201487890617,22.27290597615399,0,0,1
2.816613463632543,5.73510702738253,9.987452374957273,10.524385906615734,20.8244582922914,13.600842010657898,21.147903565672724,0,0,1
2.1998626410990822,4.470262834045094,6.451567590744403,6.434340496253115,12.877296343580449,8.669863358520765,-15.417574968167004,0,0,1
2.8736197173615152,6.20041822727581,9.220998686542499,9.392435351738653,18.703818866572437,12.492662178730614,-19.53536316331161,0,0,1
2.7492471640260185,7.29427468950726,10.23920365422337,9.950041689039471,20.49310428336387,13.976332711641547,20.074107562504704,0,0,1
2.4110905326682506,5.03647746588679,8.756191102408845,8.865656618673679,17.97649073042281,11.61916021743904,-17.739424382488146,0,0,1
2.931711037244983,6.309366500583752,10.658862154096322,10.998081031020918,22.37901716260798,14.154974149493997,21.844313524646317,0,0,1
2.8904797340868447,6.616812669848821,10.53007592086104,9.84611613527213,20.138623131322348,13.401008134155196,-20.24333392798817,0,0,1
2.4683028850407758,5.814597131365043,10.101121551450603,8.730561869243106,18.48224325581104,-11.902054780812712,18.198408235950893,0,0,1
2.369443005770183,5.434205214390605,7.489260343778565,9.446569950005715,-17.914509859628318,-12.773487226210852,19.88597536757324,0,0,1
2.8383354175674613,7.648936785638304,8.730909449607154,10.854539236038756,21.28994958675947,-14.947346298237989,20.658821752051388,0,0,1
3.103875704717422,7.581844243186163,11.464062866853114,12.466911518284332,24.43333570774424,16.314171214696152,25.615084998880317,0,0,1
2.811462967573833,6.770845320628516,9.71407381342324,9.752141347644502,19.713413101402505,-13.147229770042465,19.578685604109495,0,0,1
3.0376320248291444,7.411404722738872,10.80680472694334,10.628000625726031,-21.82003802961792,-14.570230366601198,21.37129238939031,0,0,1
2.850579259209708,6.362311046771379,9.329305742610183,10.69382605106646,-20.901009614893383,-13.93084064438942,20.818580315466804,0,0,1
2.12137323883602,5.195530597071539,6.946496225814141,8.24061209675546,15.993666215072658,10.842123942674686,-15.976053344951879,0,0,1
3.009722984769414,7.6044100806716335,10.594161483002845,11.651257722962649,23.380807082189964,15.608850950615901,-22.787666713241585,0,0,1
2.9001539619314873,8.52282242084604,10.013727263739558,10.325927053804824,-23.646677739225627,14.898129800511338,20.495754320810494,0,0,1
2.9928118245756905,6.935279586306951,10.180198472705381,9.909548402057121,19.95776495382003,13.382756562603657,20.86239278912059,0,0,1
2.9558115516833334,7.050003699234657,9.847958505175804,10.638815673436142,21.201330130935176,14.858576606427967,20.938960002462927,0,0,1
2.30048997965539,4.701106995121651,7.551773267902341,7.5635407659483365,15.12145213515282,9.915742712977256,16.58698428765921,0,0,1
2.979061822226646,7.402898386781732,10.077738992333373,11.94875169010302,-23.047424849786964,-15.790802151017994,-23.205889733081843,0,0,1
3.099560590525032,9.394446246182314,14.044780414176406,13.8717830765291,-27.98736718303703,-18.667451785777182,-27.966051276454635,0,0,1
2.911762274661007,7.115281868675509,9.468642902097095,10.489752691372844,20.50997602924546,14.088386489161953,20.85099039661735,0,0,1
